file_name	emotion
train_0090.wav	neutral
train_0091.wav	neutral
train_0092.wav	neutral
train_0093.wav	neutral
train_0094.wav	neutral
train_0095.wav	neutral
train_0096.wav	neutral
train_0097.wav	neutral
train_0098.wav	neutral
train_0099.wav	neutral
train_0100.wav	neutral
train_0101.wav	happy
train_0102.wav	neutral
train_0103.wav	angry
train_0104.wav	neutral
train_0105.wav	neutral
train_0106.wav	happy
train_0107.wav	neutral
train_0108.wav	neutral
train_0109.wav	neutral
train_0110.wav	neutral
train_0111.wav	neutral
train_0112.wav	neutral
train_0113.wav	happy
train_0114.wav	neutral
train_0115.wav	neutral
train_0116.wav	neutral
train_0117.wav	happy
train_0118.wav	neutral
train_0119.wav	happy
train_0120.wav	sad
train_0121.wav	happy
train_0122.wav	neutral
train_0123.wav	neutral
train_0124.wav	neutral
train_0125.wav	neutral
train_0126.wav	happy
train_0127.wav	neutral
train_0128.wav	neutral
train_0129.wav	neutral
train_0130.wav	neutral
train_0131.wav	neutral
train_0132.wav	neutral
train_0133.wav	neutral
train_0134.wav	neutral
train_0135.wav	neutral
train_0136.wav	happy
train_0137.wav	neutral
train_0138.wav	neutral
train_0139.wav	happy
train_0140.wav	sad
train_0141.wav	neutral
train_0142.wav	neutral
train_0143.wav	happy
train_0144.wav	neutral
train_0145.wav	neutral
train_0146.wav	neutral
train_0147.wav	neutral
train_0148.wav	neutral
train_0149.wav	neutral
train_0150.wav	happy
train_0151.wav	neutral
train_0152.wav	angry
train_0153.wav	angry
train_0154.wav	neutral
train_0155.wav	neutral
train_0156.wav	neutral
train_0157.wav	neutral
train_0158.wav	neutral
train_0159.wav	neutral
train_0160.wav	neutral
train_0161.wav	neutral
train_0162.wav	neutral
train_0163.wav	neutral
train_0164.wav	neutral
train_0165.wav	neutral
train_0166.wav	neutral
train_0167.wav	neutral
train_0168.wav	neutral
train_0169.wav	happy
train_0170.wav	neutral
train_0171.wav	neutral
train_0172.wav	neutral
train_0173.wav	happy
train_0174.wav	neutral
train_0175.wav	happy
train_0176.wav	neutral
train_0177.wav	neutral
train_0178.wav	neutral
train_0179.wav	neutral
train_0180.wav	neutral
train_0181.wav	neutral
train_0182.wav	neutral
train_0183.wav	happy
train_0184.wav	neutral
train_0185.wav	neutral
train_0186.wav	neutral
train_0187.wav	neutral
train_0188.wav	neutral
train_0189.wav	neutral
train_0190.wav	neutral
train_0191.wav	neutral
train_0192.wav	neutral
train_0193.wav	neutral
train_0194.wav	happy
train_0195.wav	neutral
train_0196.wav	neutral
train_0197.wav	neutral
train_0198.wav	neutral
train_0199.wav	neutral
train_0200.wav	happy
train_0201.wav	neutral
train_0202.wav	neutral
train_0203.wav	happy
train_0204.wav	neutral
train_0205.wav	neutral
train_0206.wav	happy
train_0207.wav	angry
train_0208.wav	happy
train_0209.wav	neutral
train_0210.wav	neutral
train_0211.wav	happy
train_0212.wav	happy
train_0213.wav	happy
train_0214.wav	neutral
train_0215.wav	neutral
train_0216.wav	happy
train_0217.wav	neutral
train_0218.wav	neutral
train_0219.wav	neutral
train_0220.wav	neutral
train_0221.wav	neutral
train_0222.wav	happy
train_0223.wav	happy
train_0224.wav	happy
train_0225.wav	happy
train_0226.wav	happy
train_0227.wav	neutral
train_0228.wav	neutral
train_0229.wav	neutral
train_0230.wav	neutral
train_0231.wav	neutral
train_0232.wav	neutral
train_0233.wav	happy
train_0234.wav	neutral
train_0235.wav	neutral
train_0236.wav	happy
train_0237.wav	neutral
train_0238.wav	neutral
train_0239.wav	neutral
train_0240.wav	neutral
train_0241.wav	neutral
train_0242.wav	neutral
train_0243.wav	happy
train_0244.wav	neutral
train_0245.wav	happy
train_0246.wav	neutral
train_0247.wav	neutral
train_0248.wav	neutral
train_0249.wav	neutral
train_0250.wav	neutral
train_0251.wav	happy
train_0252.wav	neutral
train_0253.wav	sad
train_0254.wav	happy
train_0255.wav	happy
train_0256.wav	neutral
train_0257.wav	happy
train_0258.wav	neutral
train_0259.wav	neutral
train_0260.wav	sad
train_0261.wav	neutral
train_0262.wav	neutral
train_0263.wav	neutral
train_0264.wav	neutral
train_0265.wav	neutral
train_0266.wav	happy
train_0267.wav	neutral
train_0268.wav	angry
train_0269.wav	happy
train_0270.wav	neutral
train_0271.wav	neutral
train_0272.wav	neutral
train_0273.wav	neutral
train_0274.wav	neutral
train_0275.wav	neutral
train_0276.wav	neutral
train_0277.wav	neutral
train_0278.wav	neutral
train_0279.wav	happy
train_0280.wav	neutral
train_0281.wav	neutral
train_0282.wav	neutral
train_0283.wav	neutral
train_0284.wav	neutral
train_0285.wav	happy
train_0286.wav	neutral
train_0287.wav	neutral
train_0288.wav	neutral
train_0289.wav	sad
train_0290.wav	neutral
train_0291.wav	neutral
train_0292.wav	neutral
train_0293.wav	happy
train_0294.wav	neutral
train_0295.wav	neutral
train_0296.wav	neutral
train_0297.wav	neutral
train_0298.wav	neutral
train_0299.wav	neutral
train_0300.wav	neutral
train_0301.wav	neutral
train_0302.wav	neutral
train_0303.wav	neutral
train_0304.wav	neutral
train_0305.wav	neutral
train_0306.wav	happy
train_0307.wav	neutral
train_0308.wav	happy
train_0309.wav	happy
train_0310.wav	neutral
train_0311.wav	neutral
train_0312.wav	neutral
train_0313.wav	neutral
train_0314.wav	happy
train_0315.wav	neutral
train_0316.wav	neutral
train_0317.wav	neutral
train_0318.wav	neutral
train_0319.wav	sad
train_0320.wav	neutral
train_0321.wav	neutral
train_0322.wav	neutral
train_0323.wav	sad
train_0324.wav	neutral
train_0325.wav	neutral
train_0326.wav	neutral
train_0327.wav	neutral
train_0328.wav	neutral
train_0329.wav	neutral
train_0330.wav	neutral
train_0331.wav	neutral
train_0332.wav	neutral
train_0333.wav	neutral
train_0334.wav	happy
train_0335.wav	neutral
train_0336.wav	neutral
train_0337.wav	sad
train_0338.wav	sad
train_0339.wav	neutral
train_0340.wav	angry
train_0341.wav	happy
train_0342.wav	neutral
train_0343.wav	neutral
train_0344.wav	happy
train_0345.wav	neutral
train_0346.wav	neutral
train_0347.wav	happy
train_0348.wav	neutral
train_0349.wav	neutral
train_0350.wav	neutral
train_0351.wav	angry
train_0352.wav	sad
train_0353.wav	neutral
train_0354.wav	happy
train_0355.wav	neutral
train_0356.wav	neutral
train_0357.wav	neutral
train_0358.wav	neutral
train_0359.wav	neutral
train_0360.wav	neutral
train_0361.wav	happy
train_0362.wav	neutral
train_0363.wav	sad
train_0364.wav	neutral
train_0365.wav	neutral
train_0366.wav	happy
train_0367.wav	neutral
train_0368.wav	happy
train_0369.wav	neutral
train_0370.wav	happy
train_0371.wav	neutral
train_0372.wav	neutral
train_0373.wav	neutral
train_0374.wav	happy
train_0375.wav	neutral
train_0376.wav	neutral
train_0377.wav	neutral
train_0378.wav	neutral
train_0379.wav	happy
train_0380.wav	neutral
train_0381.wav	neutral
train_0382.wav	angry
train_0383.wav	happy
train_0384.wav	neutral
train_0385.wav	neutral
train_0386.wav	neutral
train_0387.wav	neutral
train_0388.wav	neutral
train_0389.wav	neutral
train_0390.wav	neutral
train_0391.wav	sad
train_0392.wav	angry
train_0393.wav	happy
train_0394.wav	neutral
train_0395.wav	neutral
train_0396.wav	neutral
train_0397.wav	neutral
train_0398.wav	neutral
train_0399.wav	neutral
train_0400.wav	angry
train_0401.wav	neutral
train_0402.wav	neutral
train_0403.wav	neutral
train_0404.wav	neutral
train_0405.wav	neutral
train_0406.wav	happy
train_0407.wav	neutral
train_0408.wav	neutral
train_0409.wav	happy
train_0410.wav	neutral
train_0411.wav	sad
train_0412.wav	neutral
train_0413.wav	happy
train_0414.wav	neutral
train_0415.wav	happy
train_0416.wav	neutral
train_0417.wav	neutral
train_0418.wav	angry
train_0419.wav	neutral
train_0420.wav	neutral
train_0421.wav	neutral
train_0422.wav	happy
train_0423.wav	neutral
train_0424.wav	neutral
train_0425.wav	neutral
train_0426.wav	neutral
train_0427.wav	neutral
train_0428.wav	neutral
train_0429.wav	neutral
train_0430.wav	happy
train_0431.wav	neutral
train_0432.wav	neutral
train_0433.wav	neutral
train_0434.wav	neutral
train_0435.wav	neutral
train_0436.wav	neutral
train_0437.wav	neutral
train_0438.wav	neutral
train_0439.wav	sad
train_0440.wav	happy
train_0441.wav	neutral
train_0442.wav	neutral
train_0443.wav	neutral
train_0444.wav	neutral
train_0445.wav	neutral
train_0446.wav	neutral
train_0447.wav	neutral
train_0448.wav	neutral
train_0449.wav	neutral
train_0450.wav	neutral
train_0451.wav	neutral
train_0452.wav	neutral
train_0453.wav	happy
train_0454.wav	happy
train_0455.wav	neutral
train_0456.wav	neutral
train_0457.wav	happy
train_0458.wav	neutral
train_0459.wav	happy
train_0460.wav	neutral
train_0461.wav	happy
train_0462.wav	neutral
train_0463.wav	neutral
train_0464.wav	neutral
train_0465.wav	neutral
train_0466.wav	sad
train_0467.wav	neutral
train_0468.wav	happy
train_0469.wav	neutral
train_0470.wav	neutral
train_0471.wav	neutral
train_0472.wav	neutral
train_0473.wav	neutral
train_0474.wav	sad
train_0475.wav	neutral
train_0476.wav	happy
train_0477.wav	neutral
train_0478.wav	neutral
train_0479.wav	neutral
train_0480.wav	neutral
train_0481.wav	happy
train_0482.wav	neutral
train_0483.wav	neutral
train_0484.wav	neutral
train_0485.wav	neutral
train_0486.wav	neutral
train_0487.wav	neutral
train_0488.wav	neutral
train_0489.wav	neutral
train_0490.wav	neutral
train_0491.wav	neutral
train_0492.wav	neutral
train_0493.wav	neutral
train_0494.wav	neutral
train_0495.wav	neutral
train_0496.wav	neutral
train_0497.wav	neutral
train_0498.wav	neutral
train_0499.wav	neutral
train_0500.wav	neutral
train_0501.wav	neutral
train_0502.wav	neutral
train_0503.wav	neutral
train_0504.wav	happy
train_0505.wav	neutral
train_0506.wav	sad
train_0507.wav	neutral
train_0508.wav	happy
train_0509.wav	happy
train_0510.wav	happy
train_0511.wav	happy
train_0512.wav	happy
train_0513.wav	neutral
train_0514.wav	neutral
train_0515.wav	neutral
train_0516.wav	angry
train_0517.wav	neutral
train_0518.wav	neutral
train_0519.wav	neutral
train_0520.wav	neutral
train_0521.wav	neutral
train_0522.wav	happy
train_0523.wav	happy
train_0524.wav	neutral
train_0525.wav	neutral
train_0526.wav	neutral
train_0527.wav	sad
train_0528.wav	happy
train_0529.wav	neutral
train_0530.wav	happy
train_0531.wav	happy
train_0532.wav	happy
train_0533.wav	neutral
train_0534.wav	sad
train_0535.wav	neutral
train_0536.wav	neutral
train_0537.wav	neutral
train_0538.wav	neutral
train_0539.wav	neutral
train_0540.wav	happy
train_0541.wav	neutral
train_0542.wav	neutral
train_0543.wav	sad
train_0544.wav	neutral
train_0545.wav	neutral
train_0546.wav	neutral
train_0547.wav	neutral
train_0548.wav	neutral
train_0549.wav	neutral
train_0550.wav	neutral
train_0551.wav	neutral
train_0552.wav	neutral
train_0553.wav	neutral
train_0554.wav	happy
train_0555.wav	happy
train_0556.wav	neutral
train_0557.wav	neutral
train_0558.wav	neutral
train_0559.wav	happy
train_0560.wav	neutral
train_0561.wav	neutral
train_0562.wav	neutral
train_0563.wav	happy
train_0564.wav	neutral
train_0565.wav	happy
train_0566.wav	neutral
train_0567.wav	neutral
train_0568.wav	neutral
train_0569.wav	happy
train_0570.wav	angry
train_0571.wav	sad
train_0572.wav	neutral
train_0573.wav	neutral
train_0574.wav	happy
train_0575.wav	neutral
train_0576.wav	neutral
train_0577.wav	neutral
train_0578.wav	neutral
train_0579.wav	happy
train_0580.wav	angry
train_0581.wav	neutral
train_0582.wav	neutral
train_0583.wav	neutral
train_0584.wav	neutral
train_0585.wav	neutral
train_0586.wav	neutral
train_0587.wav	neutral
train_0588.wav	sad
train_0589.wav	neutral
train_0590.wav	happy
train_0591.wav	neutral
train_0592.wav	neutral
train_0593.wav	neutral
train_0594.wav	neutral
train_0595.wav	neutral
train_0596.wav	neutral
train_0597.wav	sad
train_0598.wav	happy
train_0599.wav	happy
train_0600.wav	happy
train_0601.wav	neutral
train_0602.wav	neutral
train_0603.wav	neutral
train_0604.wav	neutral
train_0605.wav	happy
train_0606.wav	neutral
train_0607.wav	neutral
train_0608.wav	happy
train_0609.wav	neutral
train_0610.wav	happy
train_0611.wav	neutral
train_0612.wav	neutral
train_0613.wav	neutral
train_0614.wav	neutral
train_0615.wav	neutral
train_0616.wav	neutral
train_0617.wav	neutral
train_0618.wav	neutral
train_0619.wav	sad
train_0620.wav	sad
train_0621.wav	angry
train_0622.wav	neutral
train_0623.wav	neutral
train_0624.wav	sad
train_0625.wav	neutral
train_0626.wav	neutral
train_0627.wav	neutral
train_0628.wav	neutral
train_0629.wav	neutral
train_0630.wav	happy
train_0631.wav	neutral
train_0632.wav	happy
train_0633.wav	happy
train_0634.wav	neutral
train_0635.wav	neutral
train_0636.wav	happy
train_0637.wav	neutral
train_0638.wav	neutral
train_0639.wav	neutral
train_0640.wav	neutral
train_0641.wav	neutral
train_0642.wav	neutral
train_0643.wav	neutral
train_0644.wav	neutral
train_0645.wav	sad
train_0646.wav	neutral
train_0647.wav	neutral
train_0648.wav	neutral
train_0649.wav	neutral
train_0650.wav	neutral
train_0651.wav	neutral
train_0652.wav	neutral
train_0653.wav	neutral
train_0654.wav	happy
train_0655.wav	neutral
train_0656.wav	neutral
train_0657.wav	happy
train_0658.wav	happy
train_0659.wav	happy
train_0660.wav	happy
train_0661.wav	angry
train_0662.wav	happy
train_0663.wav	neutral
train_0664.wav	neutral
train_0665.wav	neutral
train_0666.wav	happy
train_0667.wav	neutral
train_0668.wav	happy
train_0669.wav	neutral
train_0670.wav	neutral
train_0671.wav	neutral
train_0672.wav	sad
train_0673.wav	happy
train_0674.wav	neutral
train_0675.wav	neutral
train_0676.wav	sad
train_0677.wav	sad
train_0678.wav	happy
train_0679.wav	happy
train_0680.wav	neutral
train_0681.wav	neutral
train_0682.wav	neutral
train_0683.wav	neutral
train_0684.wav	neutral
train_0685.wav	happy
train_0686.wav	sad
train_0687.wav	neutral
train_0688.wav	neutral
train_0689.wav	neutral
train_0690.wav	neutral
train_0691.wav	sad
train_0692.wav	sad
train_0693.wav	neutral
train_0694.wav	neutral
train_0695.wav	sad
train_0696.wav	happy
train_0697.wav	happy
train_0698.wav	neutral
train_0699.wav	sad
train_0700.wav	sad
train_0701.wav	neutral
train_0702.wav	neutral
train_0703.wav	happy
train_0704.wav	neutral
train_0705.wav	neutral
train_0706.wav	happy
train_0707.wav	neutral
train_0708.wav	happy
train_0709.wav	happy
train_0710.wav	neutral
train_0711.wav	neutral
train_0712.wav	happy
train_0713.wav	neutral
train_0714.wav	happy
train_0715.wav	neutral
train_0716.wav	happy
train_0717.wav	happy
train_0718.wav	neutral
train_0719.wav	neutral
train_0720.wav	neutral
train_0721.wav	neutral
train_0722.wav	happy
train_0723.wav	neutral
train_0724.wav	neutral
train_0725.wav	angry
train_0726.wav	neutral
train_0727.wav	neutral
train_0728.wav	neutral
train_0729.wav	neutral
train_0730.wav	neutral
train_0731.wav	happy
train_0732.wav	neutral
train_0733.wav	neutral
train_0734.wav	neutral
train_0735.wav	neutral
train_0736.wav	neutral
train_0737.wav	neutral
train_0738.wav	angry
train_0739.wav	neutral
train_0740.wav	neutral
train_0741.wav	neutral
train_0742.wav	happy
train_0743.wav	neutral
train_0744.wav	neutral
train_0745.wav	neutral
train_0746.wav	neutral
train_0747.wav	neutral
train_0748.wav	neutral
train_0749.wav	happy
train_0750.wav	happy
train_0751.wav	neutral
train_0752.wav	neutral
train_0753.wav	neutral
train_0754.wav	neutral
train_0755.wav	neutral
train_0756.wav	neutral
train_0757.wav	neutral
train_0758.wav	neutral
train_0759.wav	neutral
train_0760.wav	neutral
train_0761.wav	happy
train_0762.wav	neutral
train_0763.wav	neutral
train_0764.wav	happy
train_0765.wav	happy
train_0766.wav	neutral
train_0767.wav	neutral
train_0768.wav	neutral
train_0769.wav	happy
train_0770.wav	neutral
train_0771.wav	sad
train_0772.wav	neutral
train_0773.wav	neutral
train_0774.wav	sad
train_0775.wav	neutral
train_0776.wav	neutral
train_0777.wav	neutral
train_0778.wav	sad
train_0779.wav	neutral
train_0780.wav	happy
train_0781.wav	neutral
train_0782.wav	neutral
train_0783.wav	neutral
train_0784.wav	neutral
train_0785.wav	happy
train_0786.wav	neutral
train_0787.wav	neutral
train_0788.wav	neutral
train_0789.wav	neutral
train_0790.wav	neutral
train_0791.wav	happy
train_0792.wav	happy
train_0793.wav	happy
train_0794.wav	neutral
train_0795.wav	happy
train_0796.wav	neutral
train_0797.wav	angry
train_0798.wav	happy
train_0799.wav	happy
train_0800.wav	neutral
train_0801.wav	neutral
train_0802.wav	neutral
train_0803.wav	happy
train_0804.wav	neutral
train_0805.wav	neutral
train_0806.wav	neutral
train_0807.wav	neutral
train_0808.wav	neutral
train_0809.wav	happy
train_0810.wav	neutral
train_0811.wav	neutral
train_0812.wav	neutral
train_0813.wav	happy
train_0814.wav	neutral
train_0815.wav	neutral
train_0816.wav	neutral
train_0817.wav	neutral
train_0818.wav	neutral
train_0819.wav	neutral
train_0820.wav	neutral
train_0821.wav	neutral
train_0822.wav	happy
train_0823.wav	neutral
train_0824.wav	neutral
train_0825.wav	neutral
train_0826.wav	neutral
train_0827.wav	angry
train_0828.wav	happy
train_0829.wav	neutral
train_0830.wav	neutral
train_0831.wav	neutral
train_0832.wav	neutral
train_0833.wav	neutral
train_0834.wav	neutral
train_0835.wav	happy
train_0836.wav	neutral
train_0837.wav	neutral
train_0838.wav	neutral
train_0839.wav	neutral
train_0840.wav	neutral
train_0841.wav	neutral
train_0842.wav	neutral
train_0843.wav	happy
train_0844.wav	neutral
train_0845.wav	neutral
train_0846.wav	neutral
train_0847.wav	happy
train_0848.wav	angry
train_0849.wav	neutral
train_0850.wav	neutral
train_0851.wav	neutral
train_0852.wav	neutral
train_0853.wav	neutral
train_0854.wav	sad
train_0855.wav	neutral
train_0856.wav	sad
train_0857.wav	happy
train_0858.wav	neutral
train_0859.wav	happy
train_0860.wav	neutral
train_0861.wav	sad
train_0862.wav	happy
train_0863.wav	neutral
train_0864.wav	happy
train_0865.wav	neutral
train_0866.wav	happy
train_0867.wav	neutral
train_0868.wav	happy
train_0869.wav	neutral
train_0870.wav	sad
train_0871.wav	neutral
train_0872.wav	happy
train_0873.wav	neutral
train_0874.wav	happy
train_0875.wav	neutral
train_0876.wav	happy
train_0877.wav	happy
train_0878.wav	neutral
train_0879.wav	neutral
train_0880.wav	angry
train_0881.wav	happy
train_0882.wav	neutral
train_0883.wav	happy
train_0884.wav	happy
train_0885.wav	neutral
train_0886.wav	neutral
train_0887.wav	neutral
train_0888.wav	neutral
train_0889.wav	neutral
train_0890.wav	neutral
train_0891.wav	happy
train_0892.wav	happy
train_0893.wav	neutral
train_0894.wav	neutral
train_0895.wav	neutral
train_0896.wav	neutral
train_0897.wav	neutral
train_0898.wav	neutral
train_0899.wav	neutral
train_0900.wav	neutral
train_0901.wav	neutral
train_0902.wav	happy
train_0903.wav	happy
train_0904.wav	neutral
train_0905.wav	neutral
train_0906.wav	happy
train_0907.wav	neutral
train_0908.wav	neutral
train_0909.wav	neutral
train_0910.wav	happy
train_0911.wav	angry
train_0912.wav	neutral
train_0913.wav	neutral
train_0914.wav	neutral
train_0915.wav	neutral
train_0916.wav	neutral
train_0917.wav	neutral
train_0918.wav	neutral
train_0919.wav	neutral
train_0920.wav	neutral
train_0921.wav	happy
train_0922.wav	neutral
train_0923.wav	neutral
train_0924.wav	neutral
train_0925.wav	neutral
train_0926.wav	neutral
train_0927.wav	neutral
train_0928.wav	neutral
train_0929.wav	happy
train_0930.wav	sad
train_0931.wav	angry
train_0932.wav	neutral
train_0933.wav	neutral
train_0934.wav	neutral
train_0935.wav	neutral
train_0936.wav	neutral
train_0937.wav	neutral
train_0938.wav	neutral
train_0939.wav	neutral
train_0940.wav	happy
train_0941.wav	neutral
train_0942.wav	neutral
train_0943.wav	neutral
train_0944.wav	neutral
train_0945.wav	neutral
train_0946.wav	neutral
train_0947.wav	neutral
train_0948.wav	neutral
train_0949.wav	neutral
train_0950.wav	happy
train_0951.wav	neutral
train_0952.wav	neutral
train_0953.wav	happy
train_0954.wav	neutral
train_0955.wav	happy
train_0956.wav	happy
train_0957.wav	neutral
train_0958.wav	neutral
train_0959.wav	neutral
train_0960.wav	neutral
train_0961.wav	neutral
train_0962.wav	neutral
train_0963.wav	happy
train_0964.wav	neutral
train_0965.wav	neutral
train_0966.wav	happy
train_0967.wav	neutral
train_0968.wav	neutral
train_0969.wav	happy
train_0970.wav	neutral
train_0971.wav	happy
train_0972.wav	neutral
train_0973.wav	neutral
train_0974.wav	neutral
train_0975.wav	neutral
train_0976.wav	happy
train_0977.wav	angry
train_0978.wav	neutral
train_0979.wav	angry
train_0980.wav	neutral
train_0981.wav	neutral
train_0982.wav	neutral
train_0983.wav	angry
train_0984.wav	angry
train_0985.wav	neutral
train_0986.wav	neutral
train_0987.wav	neutral
train_0988.wav	neutral
train_0989.wav	happy
train_0990.wav	neutral
train_0991.wav	neutral
train_0992.wav	neutral
train_0993.wav	happy
train_0994.wav	neutral
train_0995.wav	neutral
train_0996.wav	neutral
train_0997.wav	angry
train_0998.wav	neutral
train_0999.wav	neutral
train_1000.wav	neutral
train_1001.wav	happy
train_1002.wav	neutral
train_1003.wav	neutral
train_1004.wav	angry
train_1005.wav	neutral
train_1006.wav	neutral
train_1007.wav	neutral
train_1008.wav	neutral
train_1009.wav	neutral
train_1010.wav	neutral
train_1011.wav	neutral
train_1012.wav	happy
train_1013.wav	neutral
train_1014.wav	neutral
train_1015.wav	neutral
train_1016.wav	neutral
train_1017.wav	happy
train_1018.wav	neutral
train_1019.wav	happy
train_1020.wav	neutral
train_1021.wav	happy
train_1022.wav	neutral
train_1023.wav	neutral
train_1024.wav	neutral
train_1025.wav	neutral
train_1026.wav	sad
train_1027.wav	sad
train_1028.wav	neutral
train_1029.wav	happy
train_1030.wav	neutral
train_1031.wav	sad
train_1032.wav	neutral
train_1033.wav	neutral
train_1034.wav	neutral
train_1035.wav	neutral
train_1036.wav	happy
train_1037.wav	happy
train_1038.wav	neutral
train_1039.wav	happy
train_1040.wav	happy
train_1041.wav	neutral
train_1042.wav	neutral
train_1043.wav	neutral
train_1044.wav	neutral
train_1045.wav	angry
train_1046.wav	neutral
train_1047.wav	neutral
train_1048.wav	happy
train_1049.wav	neutral
train_1050.wav	neutral
train_1051.wav	neutral
train_1052.wav	neutral
train_1053.wav	sad
train_1054.wav	angry
train_1055.wav	neutral
train_1056.wav	neutral
train_1057.wav	neutral
train_1058.wav	happy
train_1059.wav	neutral
train_1060.wav	neutral
train_1061.wav	happy
train_1062.wav	sad
train_1063.wav	sad
train_1064.wav	neutral
train_1065.wav	neutral
train_1066.wav	neutral
train_1067.wav	happy
train_1068.wav	angry
train_1069.wav	happy
train_1070.wav	neutral
train_1071.wav	happy
train_1072.wav	neutral
train_1073.wav	neutral
train_1074.wav	happy
train_1075.wav	neutral
train_1076.wav	happy
train_1077.wav	neutral
train_1078.wav	neutral
train_1079.wav	neutral
train_1080.wav	neutral
train_1081.wav	neutral
train_1082.wav	sad
train_1083.wav	neutral
train_1084.wav	happy
train_1085.wav	neutral
train_1086.wav	neutral
train_1087.wav	neutral
train_1088.wav	neutral
train_1089.wav	neutral
train_1090.wav	happy
train_1091.wav	neutral
train_1092.wav	angry
train_1093.wav	happy
train_1094.wav	angry
train_1095.wav	neutral
train_1096.wav	neutral
train_1097.wav	neutral
train_1098.wav	sad
train_1099.wav	sad
train_1100.wav	neutral
train_1101.wav	neutral
train_1102.wav	neutral
train_1103.wav	happy
train_1104.wav	neutral
train_1105.wav	neutral
train_1106.wav	neutral
train_1107.wav	happy
train_1108.wav	neutral
train_1109.wav	neutral
train_1110.wav	neutral
train_1111.wav	neutral
train_1112.wav	neutral
train_1113.wav	happy
train_1114.wav	neutral
train_1115.wav	neutral
train_1116.wav	neutral
train_1117.wav	happy
train_1118.wav	neutral
train_1119.wav	sad
train_1120.wav	neutral
train_1121.wav	neutral
train_1122.wav	neutral
train_1123.wav	happy
train_1124.wav	happy
train_1125.wav	neutral
train_1126.wav	neutral
train_1127.wav	neutral
train_1128.wav	neutral
train_1129.wav	neutral
train_1130.wav	neutral
train_1131.wav	neutral
train_1132.wav	happy
train_1133.wav	neutral
train_1134.wav	neutral
train_1135.wav	neutral
train_1136.wav	neutral
train_1137.wav	angry
train_1138.wav	happy
train_1139.wav	happy
train_1140.wav	neutral
train_1141.wav	neutral
train_1142.wav	happy
train_1143.wav	neutral
train_1144.wav	neutral
train_1145.wav	happy
train_1146.wav	neutral
train_1147.wav	neutral
train_1148.wav	neutral
train_1149.wav	neutral
train_1150.wav	happy
train_1151.wav	happy
train_1152.wav	happy
train_1153.wav	happy
train_1154.wav	sad
train_1155.wav	neutral
train_1156.wav	happy
train_1157.wav	happy
train_1158.wav	happy
train_1159.wav	neutral
train_1160.wav	neutral
train_1161.wav	neutral
train_1162.wav	neutral
train_1163.wav	neutral
train_1164.wav	happy
train_1165.wav	neutral
train_1166.wav	happy
train_1167.wav	neutral
train_1168.wav	neutral
train_1169.wav	happy
train_1170.wav	neutral
train_1171.wav	neutral
train_1172.wav	neutral
train_1173.wav	happy
train_1174.wav	happy
train_1175.wav	neutral
train_1176.wav	neutral
train_1177.wav	neutral
train_1178.wav	happy
train_1179.wav	neutral
train_1180.wav	neutral
train_1181.wav	neutral
train_1182.wav	neutral
train_1183.wav	happy
train_1184.wav	neutral
train_1185.wav	neutral
train_1186.wav	neutral
train_1187.wav	neutral
train_1188.wav	neutral
train_1189.wav	happy
train_1190.wav	happy
train_1191.wav	happy
train_1192.wav	angry
train_1193.wav	neutral
train_1194.wav	sad
train_1195.wav	neutral
